,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,Number_people_rated,URLs,Rating category
2817,mtg 36 year neet previous year solved question paper neet pyq chapterwise topicwise solution biology neet exam 2024 get free access smart book mtg editorial board,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,325.0,4.4,137.0,https://www.amazon.in/Previous-Question-Chapterwise-Topicwise-Solutions/dp/9355558805/ref=zg_bs_g_4149762031_d_sccl_18/000-0000000-0000000?psc=1,Good
2818,mtg objective ncert fingertip physic ncert note hd page exam archive mcqs based nmc neet rationalised syllabus neet jee book latest revised edition 2024 2025,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,430.0,4.1,17.0,https://www.amazon.in/Objective-NCERT-your-FINGERTIPS-Physics/dp/8119218728/ref=zg_bs_g_4149762031_d_sccl_19/000-0000000-0000000?psc=1,Good
2819,oswaal neet ug 36 year chapter wise topic wise solved paper biology 2024 exam new edition,Oswaal Editorial Board,Exam Preparation,Medical Entrance,Paperback,590.0,4.8,15.0,https://www.amazon.in/Oswaal-Chapter-wise-Topic-wise-Solved-Biology/dp/9359585319/ref=zg_bs_g_4149762031_d_sccl_20/000-0000000-0000000?psc=1,Good
2820,handbook chemistry,Arihant Experts,Exam Preparation,Medical Entrance,Paperback,189.0,4.4,3041.0,https://www.amazon.in/Handbook-Chemistry-Arihant-Experts/dp/9313196492/ref=zg_bs_g_4149762031_d_sccl_21/000-0000000-0000000?psc=1,Good
2821,new syllabus mission possible disha neet 2024 15 mock test series analysis free book experimental physic practical chemistry 15 separate test booklet omr sheet ncert locater,Disha Experts,Exam Preparation,Medical Entrance,Paperback,649.0,4.9,38.0,https://www.amazon.in/Syllabus-Possible-Experimental-Practical-Chemistry/dp/9355648987/ref=zg_bs_g_4149762031_d_sccl_22/000-0000000-0000000?psc=1,Good
2822,oswaal nta neet ug plus supplement additional topic physic chemistry biology 2024 exam per nmc neet updated syllabus,Oswaal Editorial Board,Exam Preparation,Medical Entrance,Paperback,118.0,4.2,93.0,https://www.amazon.in/Supplement-Additional-Physics-Chemistry-Syllabus/dp/9356344841/ref=zg_bs_g_4149762031_d_sccl_23/000-0000000-0000000?psc=1,Good
2823,pw 45 day neet wanted chemistry neet ug 2024 chapter wise revision based 80 20 rule sample paper handpicked past year question,Sudhanshu Kumar Anurag Pareek,Exam Preparation,Medical Entrance,Paperback,360.0,4.8,24.0,https://www.amazon.in/Chemistry-Chapter-Revision-Handpicked-Questions/dp/9360343390/ref=zg_bs_g_4149762031_d_sccl_24/000-0000000-0000000?psc=1,Good
2824,handbook physic,Arihant Experts,Exam Preparation,Medical Entrance,Paperback,168.0,4.4,3381.0,https://www.amazon.in/Handbook-Physics-Arihant-Experts/dp/9313196484/ref=zg_bs_g_4149762031_d_sccl_25/000-0000000-0000000?psc=1,Good
2825,pw 45 day neet wanted biology neet ug 2024 chapter wise revision based 80 20 rule sample paper handpicked past year question,PW,Exam Preparation,Medical Entrance,Paperback,345.0,5.0,8.0,https://www.amazon.in/Biology-Chapter-Revision-Handpicked-Questions/dp/9360341894/ref=zg_bs_g_4149762031_d_sccl_26/000-0000000-0000000?psc=1,Good
2826,arihant master stroke neet ug 2024 2000 special format mcqs assertion reason 2 5 statement matching concept specie selection type expert advice ncert reference question special tip,"Dr. Sanjay Kaushik Niranjan Kumar , Gaurav Shrivastava",Exam Preparation,Medical Entrance,Paperback,205.0,4.9,34.0,https://www.amazon.in/Assertion-Reason-Statement-Selection-Reference-Questions/dp/9359983403/ref=zg_bs_g_4149762031_d_sccl_27/000-0000000-0000000?psc=1,Good
2827,oswaal nta 36 year neet ug solved paper chapterwise topicwise physic chemistry biology 1988 2023 set 3 book 2024 exam,Oswaal Editorial Board,Exam Preparation,Medical Entrance,Product Bundle,988.0,4.4,135.0,https://www.amazon.in/Chapterwise-Topicwise-Physics-Chemistry-1988-2023/dp/9357280227/ref=zg_bs_g_4149762031_d_sccl_28/000-0000000-0000000?psc=1,Good
2829,pw neet 36 year chapter topic wise solution previous year solved paper 2023 1988 physic chemistry biology set 3 book combo,PW,Exam Preparation,Medical Entrance,Paperback,999.0,4.4,318.0,https://www.amazon.in/Topic-Wise-Solutions-Previous-2023-1988-Chemistry/dp/B0C58BY1YG/ref=zg_bs_g_4149762031_d_sccl_30/000-0000000-0000000?psc=1,Good
2830,mtg objective ncert fingertip biology ncert note hd page based ncert exam archive question neet book latest revised edition 2023 2024 mtg editorial board,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,540.95,4.5,1055.0,https://www.amazon.in/Objective-NCERT-your-FINGERTIPS-Biology/dp/9355555946/ref=zg_bs_g_4149762031_d_sccl_1/000-0000000-0000000?psc=1,Good
2831,btr bonus plus btr annoted filled book fully colour dr zainab vora annoted 19 subject,CEREBELUM,Exam Preparation,Medical Entrance,Spiral-bound,1750.0,4.7,31.0,https://www.amazon.in/ANNOTED-FILLED-COLOUR-ZAINAB-SUBJECTS/dp/B0CJCG5K7R/ref=zg_bs_g_4149762031_d_sccl_2/000-0000000-0000000?psc=1,Good
2832,pw objective ncert punch biology competitive exam neet cuet includes r statement type question edition 2023 2024,Dr. Vipin Kumar Sharma,Exam Preparation,Medical Entrance,Paperback,799.0,4.3,117.0,https://www.amazon.in/Objective-Competitive-Statement-Questions-2023-2024/dp/8119211553/ref=zg_bs_g_4149762031_d_sccl_3/000-0000000-0000000?psc=1,Good
2833,biohack neet ug class xi xii biology colored english,PARTH GOYAL,Exam Preparation,Medical Entrance,Paperback,1499.0,4.2,208.0,https://www.amazon.in/BIOHACK-Boards-Class-Biology-Colored/dp/B09D9Q6FQM/ref=zg_bs_g_4149762031_d_sccl_4/000-0000000-0000000?psc=1,Good
2834,oswaal neet ug 36 year chapter wise topic wise solved paper chemistry 2024 exam new edition,Oswaal Editorial Board,Exam Preparation,Medical Entrance,Paperback,620.0,4.8,15.0,https://www.amazon.in/Oswaal-Chapter-wise-Topic-wise-Solved-Chemistry/dp/9359587613/ref=zg_bs_g_4149762031_d_sccl_5/000-0000000-0000000?psc=1,Good
2835,pw ncert punch physic chemistry biology set 3 book combo competitive exam neet cuet includes r statement type question edition 2023 2024,Dr. Vipin Kumar Sharma,Exam Preparation,Medical Entrance,Paperback,1900.0,4.3,96.0,https://www.amazon.in/Chemistry-Competitive-Statement-Questions-2023-2024/dp/811935298X/ref=zg_bs_g_4149762031_d_sccl_6/000-0000000-0000000?psc=1,Good
2836,objective ncert punch physic competitive exam neet cuet edition 2023 2024 dr manish raj mr sir l including neet pyqs l 100 ncert based topic wise question l highlighted rationalised content rc latest ncert,Dr. Manish Raj (M.R. Sir),Exam Preparation,Medical Entrance,Paperback,540.0,4.6,53.0,https://www.amazon.in/Objective-Competitive-Topic-wise-Highlighted-Rationalised/dp/8119211545/ref=zg_bs_g_4149762031_d_sccl_7/000-0000000-0000000?psc=1,Good
2837,mtg neet 10 sample paper per nmc neet ug 2024 syllabus neet mock test paper omr sheet,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,298.0,3.3,12.0,https://www.amazon.in/NEET-Sample-Papers-Syllabus-Sheet/dp/9355558937/ref=zg_bs_g_4149762031_d_sccl_8/000-0000000-0000000?psc=1,Good
2838,pw neet omr sheet practice time management 100 omr sheet attempt question upto 200 mcq based neet latest pattern 2023,PW,Exam Preparation,Medical Entrance,Paperback,279.0,4.3,42.0,https://www.amazon.in/NEET-Sheets-Practice-Time-Management/dp/B0CFFW6QT9/ref=zg_bs_g_4149762031_d_sccl_9/000-0000000-0000000?psc=1,Good
2839,pw neet ug 11 year 2023 2013 chapter wise topic wise solved question physic chemistry biology nta neet pyqs 100 verified solved paper,PW,Exam Preparation,Medical Entrance,Paperback,580.0,4.4,84.0,https://www.amazon.in/NEET-Years-2023-Chapter-wise-Topic-wise/dp/B0C69TP53N/ref=zg_bs_g_4149762031_d_sccl_10/000-0000000-0000000?psc=1,Good
2840,pw objective ncert punch chemistry competitive exam neet jee cuet includes r statement type question edition 2023 2024,Pankaj Sijariya,Exam Preparation,Medical Entrance,Paperback,549.0,4.4,66.0,https://www.amazon.in/Objective-Chemistry-Competitive-Statement-Questions/dp/8119211588/ref=zg_bs_g_4149762031_d_sccl_11/000-0000000-0000000?psc=1,Good
2841,oswaal neet ug 36 year chapter wise topic wise solved paper physic 2024 exam new edition,Oswaal Editorial Board,Exam Preparation,Medical Entrance,Paperback,580.0,4.8,15.0,https://www.amazon.in/Oswaal-Chapter-wise-Topic-wise-Solved-Physics/dp/9359584363/ref=zg_bs_g_4149762031_d_sccl_12/000-0000000-0000000?psc=1,Good
2842,errorless 36 previous year nta neet ug physic chapter wise topic wise solved paper 2023 1988 value added note 18th edition pyqs question bank,Disha Experts,Exam Preparation,Medical Entrance,Paperback,299.0,4.5,91.0,https://www.amazon.in/Errorless-Previous-Chapterwise-Topicwise-Question/dp/9355644140/ref=zg_bs_g_4149762031_d_sccl_13/000-0000000-0000000?psc=1,Good
2843,experimental physic practical chemistry experimental biology neet ug english set 3 book combo allen,ALLEN Expert Faculties,Exam Preparation,Medical Entrance,Paperback,449.0,4.5,8.0,https://www.amazon.in/Experimental-Physics-Practical-Chemistry-Biology/dp/936032583X/ref=zg_bs_g_4149762031_d_sccl_14/000-0000000-0000000?psc=1,Good
2844,errorless 36 previous year nta neet ug chemistry chapter wise topic wise solved paper 2023 1988 value added note 18th edition pyqs question bank,Disha Experts,Exam Preparation,Medical Entrance,Paperback,299.0,4.5,96.0,https://www.amazon.in/Errorless-Previous-Chemistry-Chapterwise-Topicwise/dp/9355644515/ref=zg_bs_g_4149762031_d_sccl_15/000-0000000-0000000?psc=1,Good
2845,pw 45 day neet wanted physic neet ug 2024 chapter wise revision based 80 20 rule sample paper handpicked past year question,Subhash Azad,Exam Preparation,Medical Entrance,Paperback,360.0,5.0,8.0,https://www.amazon.in/Physics-Chapter-Revision-Handpicked-Questions/dp/9360349704/ref=zg_bs_g_4149762031_d_sccl_16/000-0000000-0000000?psc=1,Good
2846,handbook mathematics,Arihant Experts,Exam Preparation,Medical Entrance,Paperback,165.9,4.4,2969.0,https://www.amazon.in/Handbook-Mathematics-Arihant-Experts/dp/9313196506/ref=zg_bs_g_4149762031_d_sccl_17/000-0000000-0000000?psc=1,Good
2847,educart neet abhyaas mock paper 2024 booklet full syllabus mock,Seep Pahuja,Exam Preparation,Medical Entrance,Paperback,503.0,4.5,22.0,https://www.amazon.in/Educart-Abhyaas-Papers-Booklets-Syllabus/dp/935703563X/ref=zg_bs_g_4149762031_d_sccl_18/000-0000000-0000000?psc=1,Good
2848,educart neet one shot biology chapter wise book new ncert 2024 garima goel,Garima Goel,Exam Preparation,Medical Entrance,Paperback,427.0,4.3,49.0,https://www.amazon.in/Educart-Biology-Chapter-wise-NCERT-Garima/dp/9357036946/ref=zg_bs_g_4149762031_d_sccl_19/000-0000000-0000000?psc=1,Good
2849,360 ncert biology nta neet ug class 11 12 previous year solved question detailed theory 6 level practice exercise biology,Seep Pahuja,Exam Preparation,Medical Entrance,Paperback,1079.0,4.7,315.0,https://www.amazon.in/360-NCERT-Biology-NEET-Class/dp/935564549X/ref=zg_bs_g_4149762031_d_sccl_20/000-0000000-0000000?psc=1,Good
2850,basic science engineering alp technician er mahendra pindel paperback hindi er mahendra pindel,Er. Mahendra Pindel,Exam Preparation,Polytechnics & ITI,Paperback,215.0,4.4,10.0,https://www.amazon.in/Science-Engineering-Technician-Mahendra-Paperback/dp/B0CK73CXRV/ref=zg_bs_g_4149780031_d_sccl_1/000-0000000-0000000?psc=1,Good
2852,electrician trade ramban 3 0 11500 objective question india exam solved paper,Er. Mahendra Pindel,Exam Preparation,Polytechnics & ITI,Paperback,369.95,3.8,40.0,https://www.amazon.in/Electrician-Trade-Ramban-Objective-Questions/dp/B0CG49KTT9/ref=zg_bs_g_4149780031_d_sccl_3/000-0000000-0000000?psc=1,Good
2853,uttar pradesh polytechnic joint entrance exam 2024 hindi,"Sanjeev Dixit Dr. Ajay Kumar , Nirmal Pandey",Exam Preparation,Polytechnics & ITI,Paperback,335.0,3.0,1.0,https://www.amazon.in/Uttar-Pradesh-Polytechnic-Joint-Entrance/dp/9358892889/ref=zg_bs_g_4149780031_d_sccl_4/000-0000000-0000000?psc=1,Bad
2854,xi science diploma engineering entrance guide,Dr. Shafiqur Rahman Dr. S.A. Khan,Exam Preparation,Polytechnics & ITI,Paperback,345.0,4.2,271.0,https://www.amazon.in/XI-Science-Diploma-Entrance-Guide/dp/819316590X/ref=zg_bs_g_4149780031_d_sccl_5/000-0000000-0000000?psc=1,Good
2855,fitter theory competitive exam useful alp technician jr instructor uprvunl tg2 dmrc drdo isro bsphcl mpto barc etc,Er. Mahendra Pindel,Exam Preparation,Polytechnics & ITI,Paperback,270.0,5.0,1.0,https://www.amazon.in/Fitter-Competitive-Technician-Instructor-UPRVUNL/dp/B0CGVTCZ4V/ref=zg_bs_g_4149780031_d_sccl_6/000-0000000-0000000?psc=1,Good
2856,uttar pradesh polytechnic joint entrance exam 2024,"Sanjeev Dixit Dr. Ajay Kumar , Nirmal Pandey ",Exam Preparation,Polytechnics & ITI,Paperback,297.0,4.5,2.0,https://www.amazon.in/Uttar-Pradesh-Polytechnic-Joint-Entrance/dp/9358893125/ref=zg_bs_g_4149780031_d_sccl_7/000-0000000-0000000?psc=1,Good
2858,fph leet lateral engineering entrance test question bank previous year solved question practice set including 2021 latest question,B.K Tyagi,Exam Preparation,Polytechnics & ITI,Perfect Paperback,599.0,4.2,3.0,https://www.amazon.in/Engineering-Entrance-Questions-INCLUDING-QUESTIONS/dp/B09WV31GJN/ref=zg_bs_g_4149780031_d_sccl_9/000-0000000-0000000?psc=1,Good
2859,iti stenographer secretarial assistant year hindi,Govind Ballabh Sharma,Exam Preparation,Polytechnics & ITI,Paperback,210.0,3.9,12.0,https://www.amazon.in/Stenographer-Secretarial-Assistant-Year-Hindi/dp/B07GK6LCKS/ref=zg_bs_g_4149780031_d_sccl_10/000-0000000-0000000?psc=1,Good
2860,enemy smuggler,T.Samaya Murali,Exam Preparation,Polytechnics & ITI,Perfect Paperback,300.0,5.0,2.0,https://www.amazon.in/Enemy-smuggler-T-Samaya-Murali/dp/8195885136/ref=zg_bs_g_4149780031_d_sccl_11/000-0000000-0000000?psc=1,Good
2861,khakhi,T.Samaya Murali,Exam Preparation,Polytechnics & ITI,Perfect Paperback,300.0,5.0,2.0,https://www.amazon.in/khakhi-T-Samaya-Murali/dp/819588511X/ref=zg_bs_g_4149780031_d_sccl_12/000-0000000-0000000?psc=1,Good
2862,ccc course computer concept,Arihant Experts,Exam Preparation,Polytechnics & ITI,Paperback,119.0,4.0,255.0,https://www.amazon.in/Course-Computer-Concepts-Arihant-Experts/dp/9324192663/ref=zg_bs_g_4149780031_d_sccl_13/000-0000000-0000000?psc=1,Good
2863,nsqf level 5 fitter theory,Shubham Sharma SC Pathak,Exam Preparation,Polytechnics & ITI,Paperback,494.0,4.3,33.0,https://www.amazon.in/NSQF-Level-5-Fitter-Theory/dp/9325296225/ref=zg_bs_g_4149780031_d_sccl_14/000-0000000-0000000?psc=1,Good
2865,jeecup polytechnic entrance exam 2024 group english edition 8 mock test 9 sectional test 3 previous year paper 1400 solved question free access online test,Edugorilla Prep Experts,Exam Preparation,Polytechnics & ITI,Paperback,249.0,4.2,20.0,https://www.amazon.in/Polytechnic-Entrance-Preparation-Sectional-EduGorilla/dp/9390893917/ref=zg_bs_g_4149780031_d_sccl_16/000-0000000-0000000?psc=1,Good
2866,electrician theory competitive exam useful uppcl tg2 technical helper dmrc drdo isro bsphcl mpto,Er. Mahendra Pindel,Exam Preparation,Polytechnics & ITI,Paperback,340.0,4.2,596.0,https://www.amazon.in/Electrician-Theory-Competitive-useful-TECHNICAL/dp/B08R22WR6W/ref=zg_bs_g_4149780031_d_sccl_17/000-0000000-0000000?psc=1,Good
2867,nsqf level 5 electrician practical,DK Upadhyay,Exam Preparation,Polytechnics & ITI,Paperback,360.0,4.7,14.0,https://www.amazon.in/NSQF-Level-5-Electrician-Practical/dp/9325296217/ref=zg_bs_g_4149780031_d_sccl_18/000-0000000-0000000?psc=1,Good
2868,neelkanth fashion design technology theory year hindi nsqf level 3 iti book,Neetu Azad Raman,Exam Preparation,Polytechnics & ITI,Paperback,250.0,4.0,1.0,https://www.amazon.in/Neelkanth-Fashion-Design-Technology-Theory/dp/9357361235/ref=zg_bs_g_4149780031_d_sccl_19/000-0000000-0000000?psc=1,Good
2870,welder theory year,Santosh Chauhan,Exam Preparation,Polytechnics & ITI,Paperback,259.0,4.4,7.0,https://www.amazon.in/Welder-Theory-Year-Santosh-Chauhan/dp/B07SC1SD19/ref=zg_bs_g_4149780031_d_sccl_21/000-0000000-0000000?psc=1,Good
2871,guide oil recruitment iti trade,P K Pandey,Exam Preparation,Polytechnics & ITI,Paperback,379.0,3.9,23.0,https://www.amazon.in/Guide-Oil-Recruitment-ITI-Trades/dp/B09G2PC2D2/ref=zg_bs_g_4149780031_d_sccl_22/000-0000000-0000000?psc=1,Good
2872,er k jha iti fitr 3500 mcqs one,S.K.JHA,Exam Preparation,Polytechnics & ITI,Paperback,287.5,5.0,3.0,https://www.amazon.in/S-K-I-T-I-FITR-3500-MCQs/dp/B09DZ6W7CS/ref=zg_bs_g_4149780031_d_sccl_23/000-0000000-0000000?psc=1,Good
2874,uttar pradesh polytechnic joint entrance exam 2023,Arihant Experts,Exam Preparation,Polytechnics & ITI,Paperback,230.94,4.0,32.0,https://www.amazon.in/Uttar-Pradesh-Polytechnic-Joint-Entrance/dp/9327192583/ref=zg_bs_g_4149780031_d_sccl_25/000-0000000-0000000?psc=1,Good
2875,pathfinder cd combined defence service entrance examination,Arihant Experts,Exam Preparation,Polytechnics & ITI,Paperback,450.0,4.4,2600.0,https://www.amazon.in/Pathfinder-Combined-Services-Entrance-Examination/dp/B0843DM6HL/ref=zg_bs_g_4149780031_d_sccl_26/000-0000000-0000000?psc=1,Good
2876,uttar pradesh polytechnic jeec diploma pharmacy ganit varg 2023,Arihant Experts,Exam Preparation,Polytechnics & ITI,Paperback,345.0,1.8,3.0,https://www.amazon.in/Uttar-Pradesh-Polytechnic-Diploma-Pharmacy/dp/9327192605/ref=zg_bs_g_4149780031_d_sccl_27/000-0000000-0000000?psc=1,Bad
2877,employability skill vastunishth prashnotar chapter wise objective type question answer iti nsqf level nimi pattern ct iti,GHORLEY PRAKASHAN TEAM,Exam Preparation,Polytechnics & ITI,Paperback,199.0,4.0,2.0,https://www.amazon.in/EMPLOYABILITY-VASTUNISHTH-PRASHNOTAR-OBJECTIVE-QUESTION/dp/B08QGLXWNW/ref=zg_bs_g_4149780031_d_sccl_28/000-0000000-0000000?psc=1,Good
2879,khakhi,T.Samaya Murali,Exam Preparation,Polytechnics & ITI,Perfect Paperback,300.0,5.0,3.0,https://www.amazon.in/khakhi-T-Samaya-Murali/dp/8195885144/ref=zg_bs_g_4149780031_d_sccl_30/000-0000000-0000000?psc=1,Good
2880,enemy smuggler,T.Samaya Murali,Exam Preparation,Polytechnics & ITI,Perfect Paperback,300.0,5.0,6.0,https://www.amazon.in/Enemy-smuggler-T-Samaya-Murali/dp/8195885101/ref=zg_bs_g_4149780031_d_sccl_1/000-0000000-0000000?psc=1,Good
2881,iti mechanic diesel theory year,Manish Sharma,Exam Preparation,Polytechnics & ITI,Paperback,390.0,4.1,39.0,https://www.amazon.in/ITI-Mechanic-Diesel-Theory-Year/dp/9387339882/ref=zg_bs_g_4149780031_d_sccl_2/000-0000000-0000000?psc=1,Good
2887,nsqf level 5 electrician theory 1 2 year,Arihant Experts,Exam Preparation,Polytechnics & ITI,Paperback,410.0,3.9,51.0,https://www.amazon.in/NSQF-Level-Electrician-Theory-Year/dp/9325296209/ref=zg_bs_g_4149780031_d_sccl_8/000-0000000-0000000?psc=1,Good
